"MARKET_CD","MARKET_NM","HSN_CD","HSN_NM","TOWN_CD","TOWN_NM","ROAD_CD","ROAD_NM","STORE_CD","STORE_NM","ADDR","ISOPEN","ZIP_CD"
"HL","萊爾富","A","臺北市","106","大安區","","","2001","北市杭州店","台北市大安區杭州南路二段５號","Y","106"
"HL","萊爾富","K","苗栗縣","351","頭份市","","","2002","苗縣頭份二店","苗栗縣頭份市日新街４２號","Y","351"
"HL","萊爾富","A","臺北市","114","內湖區","","","2003","北市康寧店","台北市內湖區康寧路３段１５５號","Y","114"
"HL","萊爾富","A","臺北市","114","內湖區","","","2006","北市金湖店","台北市內湖區金湖路４０３號","Y","114"
"HL","萊爾富","P","雲林縣","640","斗六市","","","2012","斗六民生店","雲林縣斗六市民生路１６０號一樓","Y","640"
"HL","萊爾富","F","新北市","241","三重區","","","2014","北縣中陽二店","新北市三重區中正北路６６號","Y","241"
"HL","萊爾富","H","桃園市","334","八德區","","","2017","八德桃鶯三店","桃園市八德區桃鶯路７４號","Y","334"
"HL","萊爾富","A","臺北市","114","內湖區","","","2020","北市國醫店","台北市內湖區民權東路六段１２３巷３０、３２號","Y","114"
"HL","萊爾富","O","新竹市","382","北區","","","2025","新竹林森店","新竹市北區四維路１７號","Y","300"
"HL","萊爾富","N","彰化縣","510","員林市","","","2029","彰縣員林店","彰化縣員林市中山路２段２號","Y","510"
"HL","萊爾富","H","桃園市","327","新屋區","","","2034","桃縣西濱店","桃園市新屋區中山西路３段６１８號","Y","327"
"HL","萊爾富","N","彰化縣","500","彰化市","","","2036","彰市三民店","彰化縣彰化市三民路３８６號","Y","500"
"HL","萊爾富","F","新北市","241","三重區","","","2042","北縣中央北店","新北市三重區中央北路６８號","Y","241"
"HL","萊爾富","E","高雄市","830","鳳山區","","","2047","鳳山博愛店","高雄市鳳山區博愛路３５１號","Y","830"
"HL","萊爾富","A","臺北市","104","中山區","","","2051","北市新喜店","台北市中山區德惠街１６７巷２號","Y","104"
"HL","萊爾富","I","嘉義市","671","東區","","","2053","嘉市吳鳳店","嘉義市東區吳鳳南路６４７號","Y","600"
"HL","萊爾富","E","高雄市","806","前鎮區","","","2054","高市復興店","高雄市前鎮區中山二路１號","Y","806"
"HL","萊爾富","O","新竹市","383","香山區","","","2055","新竹埔東店","新竹市香山區牛埔東路６號","Y","300"
"HL","萊爾富","J","新竹縣","302","竹北市","","","2057","竹北東興店","新竹縣竹北市東興路二段６、８號","Y","302"
"HL","萊爾富","F","新北市","235","中和區","","","2062","北縣員山店","新北市中和區員山路５０２-７號","Y","235"
"HL","萊爾富","D","臺南市","710","永康區","","","2063","永康洲尾店","台南市永康區中正南路６４９號","Y","710"
"HL","萊爾富","B","臺中市","407","西屯區","","","2064","台中逢甲店","台中市西屯區逢甲路２號","Y","407"
"HL","萊爾富","Q","嘉義縣","622","大林鎮","","","2067","嘉縣大林店","嘉義縣大林鎮平林里６鄰下潭底２３-５號","Y","622"
"HL","萊爾富","B","臺中市","408","南屯區","","","2068","台中黎明店","台中市南屯區黎明路一段１２９號","Y","408"
"HL","萊爾富","F","新北市","220","板橋區","","","2069","北縣江翠店","新北市板橋區文化路二段４０８號","Y","220"
"HL","萊爾富","D","臺南市","704","北區","","","2074","南市海安店","台南市北區臨安路２段２１５號","Y","704"
"HL","萊爾富","K","苗栗縣","356","後龍鎮","","","2075","苗縣後龍店","苗栗縣後龍鎮中山路３５０號","Y","356"
"HL","萊爾富","T","屏東縣","900","屏東市","","","2076","屏市迪化店","屏東縣屏東市中山路１２８號","Y","900"
"HL","萊爾富","M","南投縣","551","名間鄉","","","2079","南投員集店","南投縣名間鄉濁水村員集路３３-１７號","Y","551"
"HL","萊爾富","P","雲林縣","640","斗六市","","","2083","斗六西平店","雲林縣斗六市北平路１號","Y","640"
"HL","萊爾富","F","新北市","234","永和區","","","2087","北縣永利店","新北市永和區中正路５６０號","Y","234"
"HL","萊爾富","H","桃園市","324","平鎮區","","","2096","平鎮大仁店","桃園市平鎮區大勇街６４號","Y","324"
"HL","萊爾富","F","新北市","239","鶯歌區","","","2097","北縣大湖店","新北市鶯歌區大湖路３６６號及中湖街２號","Y","239"
"HL","萊爾富","F","新北市","242","新莊區","","","2109","北縣瓊林南店","新北市新莊區瓊林南路１３３號","Y","242"
"HL","萊爾富","F","新北市","231","新店區","","","2110","北縣莊敬店","新北市新店區中正路５２５號","Y","231"
"HL","萊爾富","O","新竹市","381","東區","","","2113","新竹竹中店","新竹市東區光復路一段３２、３４號","Y","300"
"HL","萊爾富","A","臺北市","104","中山區","","","2115","北市雙連店","台北市中山區民生西路６２號","Y","104"
"HL","萊爾富","O","新竹市","381","東區","","","2126","新竹建中店","新竹市東區建中一路２號","Y","300"
"HL","萊爾富","B","臺中市","429","神岡區","","","2127","中縣豐洲店","台中市神岡區大洲路２-３號","Y","429"
"HL","萊爾富","F","新北市","238","樹林區","","","2128","北縣樹俊店","新北市樹林區三俊街２５４號","Y","238"
"HL","萊爾富","A","臺北市","114","內湖區","","","2132","北市明湖店","台北市內湖區民權東路６段２９６巷６８號","Y","114"
"HL","萊爾富","A","臺北市","116","文山區","","","2133","北市試院店","台北市文山區試院路１０４號","Y","116"
"HL","萊爾富","E","高雄市","801","前金區","","","2138","高市漢神店","高雄市前金區成功一路２７０號","Y","801"
"HL","萊爾富","H","桃園市","320","中壢區","","","2139","中壢龍德店","桃園市中壢區龍東路２號","Y","320"
"HL","萊爾富","J","新竹縣","308","寶山鄉","","","2141","竹縣寶山店","新竹縣寶山鄉雙園路二段３２７號","Y","308"
"HL","萊爾富","H","桃園市","334","八德區","","","2144","八德廣興店","桃園市八德區廣興路７９８-１號、新興路２８０-１號","Y","334"
"HL","萊爾富","H","桃園市","334","八德區","","","2145","八德松柏林店","桃園市八德區大興路６７０號","Y","334"
"HL","萊爾富","H","桃園市","337","大園區","","","2147","桃縣海口店","桃園市大園區國際路三段５８１號","Y","337"
"HL","萊爾富","H","桃園市","334","八德區","","","2153","八德麻園店","桃園市八德區介壽路二段４９２號","Y","334"
"HL","萊爾富","F","新北市","220","板橋區","","","2154","北縣板莊店","新北市板橋區莊敬路２４８號","Y","220"
"HL","萊爾富","E","高雄市","831","大寮區","","","2166","高縣光明店","高雄市大寮區大寮路８３０號                           ","Y","831"
"HL","萊爾富","A","臺北市","105","松山區","","","2169","北市饒河店","台北市松山區饒河街３５號","Y","105"
"HL","萊爾富","H","桃園市","320","中壢區","","","2170","中壢龍和店","桃園市中壢區龍和一街２４０號","Y","320"
"HL","萊爾富","F","新北市","235","中和區","","","2171","北縣興南店","新北市中和區信義街５０號","Y","235"
"HL","萊爾富","A","臺北市","103","大同區","","","2174","北市衣蝶店","台北市大同區南京西路６３號","Y","103"
"HL","萊爾富","A","臺北市","116","文山區","","","2175","北市指南店","台北市文山區指南路二段３２號","Y","116"
"HL","萊爾富","F","新北市","235","中和區","","","2180","北縣員山二店","新北市中和區員山路５８１巷２號","Y","235"
"HL","萊爾富","A","臺北市","106","大安區","","","2182","北市羅斯福店","台北市大安區羅斯福路二段７５之１號","Y","106"
"HL","萊爾富","H","桃園市","326","楊梅區","","","2187","桃縣幼獅店","桃園市楊梅區幼獅路二段３８８號","Y","326"
"HL","萊爾富","F","新北市","221","汐止區","","","2189","北縣北山店","新北市汐止區南陽街２６１號","Y","221"
"HL","萊爾富","A","臺北市","114","內湖區","","","2190","北市陽光店","台北市內湖區陽光街３４７號","Y","114"
"HL","萊爾富","F","新北市","241","三重區","","","2191","北縣三重店","新北市三重區重新路２段２９號","Y","241"
"HL","萊爾富","F","新北市","241","三重區","","","2195","北縣重正店","新北市三重區重新路三段９８及１００號","Y","241"
"HL","萊爾富","T","屏東縣","946","恆春鎮","","","2196","屏縣墾丁店","屏東縣恆春鎮墾丁路１９８號","Y","946"
"HL","萊爾富","H","桃園市","338","蘆竹區","","","2201","桃縣內溪店","桃園市蘆竹區南山路二段４２９號","Y","338"
"HL","萊爾富","D","臺南市","704","北區","","","2205","台南南園店","台南市北區南園街１０３號","Y","704"
"HL","萊爾富","O","新竹市","381","東區","","","2208","新竹竹站店","新竹市東區中正路１號","Y","300"
"HL","萊爾富","F","新北市","241","三重區","","","2209","北縣重強店","新北市三重區自強路一段１６４、１６６號","Y","241"
"HL","萊爾富","I","嘉義市","672","西區","","","2210","嘉義嘉文店","嘉義市西區文化路８７號","Y","600"
"HL","萊爾富","F","新北市","220","板橋區","","","2221","北縣板雙店","新北市板橋區雙十路三段１２、１４、１６號","Y","220"
"HL","萊爾富","F","新北市","241","三重區","","","2222","北縣重福店","新北市三重區永福街２５６及２５８號","Y","241"
"HL","萊爾富","F","新北市","220","板橋區","","","2224","北縣板莒店","新北市板橋區文化路二段７８號","Y","220"
"HL","萊爾富","A","臺北市","114","內湖區","","","2228","北市湖光店","台北市內湖區瑞光路１８８巷６０號","Y","114"
"HL","萊爾富","A","臺北市","114","內湖區","","","2233","北市湖森店","台北市內湖區瑞光路６６巷３３號","Y","114"
"HL","萊爾富","F","新北市","252","三芝區","","","2237","北縣芝蘭店","新北市三芝區中正路一段６８號","Y","252"
"HL","萊爾富","O","新竹市","382","北區","","","2242","新竹境福店","新竹市北區境福街１２８號","Y","300"
"HL","萊爾富","H","桃園市","338","蘆竹區","","","2255","桃縣桃福店","桃園市蘆竹區南山路一段３７８號","Y","338"
"HL","萊爾富","T","屏東縣","946","恆春鎮","","","2257","屏縣屏海店","屏東縣恆春鎮墾丁路２７號","Y","946"
"HL","萊爾富","F","新北市","241","三重區","","","2259","北縣重鈴店","新北市三重區中華路１８號","Y","241"
"HL","萊爾富","H","桃園市","336","復興區","","","2260","復興旺詮店","桃園市復興區中正路２７５-９號","Y","336"
"HL","萊爾富","O","新竹市","382","北區","","","2261","新竹竹塹店","新竹市北區中山路４１４號","Y","300"
"HL","萊爾富","F","新北市","208","金山區","","","2267","北縣金陽店","新北市金山區中正路２６號","Y","208"
"HL","萊爾富","K","苗栗縣","360","苗栗市","","","2269","苗栗苗鑫店","苗栗縣苗栗市光復路１６１號","Y","360"
"HL","萊爾富","F","新北市","238","樹林區","","","2273","北縣樹太店","新北市樹林區太平路１５０巷３８號","Y","238"
"HL","萊爾富","H","桃園市","335","大溪區","","","2274","桃縣桃石店","桃園市大溪區石園路６、８、１０號","Y","335"
"HL","萊爾富","I","嘉義市","672","西區","","","2276","嘉義嘉業店","嘉義市西區興業西路１３９號","Y","600"
"HL","萊爾富","B","臺中市","407","西屯區","","","2767","台中中都店","台中市西屯區西屯路三段１７３-２５號","Y","407"
"HL","萊爾富","B","臺中市","435","梧棲區","","","2768","中縣中棲店","台中市梧棲區台灣大道八段３９８-１號","Y","435"
"HL","萊爾富","H","桃園市","330","桃園區","","","2777","桃市桃建店","桃園市桃園區建國東路１１、１１-１號","Y","330"
"HL","萊爾富","E","高雄市","831","大寮區","","","2781","高縣高庄店","高雄市大寮區中庄村中庄路１號","Y","831"
"HL","萊爾富","A","臺北市","110","信義區","","","2782","北市信彩店","台北市信義區基隆路一段３５０之４１、４３號一樓","Y","110"
"HL","萊爾富","O","新竹市","382","北區","","","2787","新竹竹遠店","新竹市北區西大路４９１、４９１-１號+集和街８４號","Y","300"
"HL","萊爾富","H","桃園市","335","大溪區","","","2788","桃縣桃天店","桃園市大溪區復興路一段２６８號","Y","335"
"HL","萊爾富","D","臺南市","745","安定區","","","2790","南縣南定店","台南市安定區六嘉村３２之１號","Y","745"
"HL","萊爾富","A","臺北市","103","大同區","","","2792","北市同達店","台北市大同區延平北路二段１１４、１１６、１１８號及民生西路３３５號","Y","103"
"HL","萊爾富","A","臺北市","106","大安區","","","2793","北市安皓店","台北市大安區忠孝東路４段１８１巷８號","Y","106"
"HL","萊爾富","A","臺北市","105","松山區","","","2797","北市松育店","台北市松山區八德路３段１１９號","Y","105"
"HL","萊爾富","H","桃園市","327","新屋區","","","2802","桃縣桃花店","桃園市新屋區中山東路一段１６２號","Y","327"
"HL","萊爾富","B","臺中市","433","沙鹿區","","","2809","中縣中宜店","台中市沙鹿區北勢東路５５７號","Y","433"
"HL","萊爾富","H","桃園市","330","桃園區","","","2811","桃市桃仁店","桃園市桃園區大仁路５４、５６號","Y","330"
"HL","萊爾富","H","桃園市","325","龍潭區","","","2818","桃縣桃魏店","桃園市龍潭區中豐路５９６號","Y","325"
"HL","萊爾富","H","桃園市","334","八德區","","","2819","八德桃夢店","桃園市八德區永豐路２３０號","Y","334"
"HL","萊爾富","N","彰化縣","500","彰化市","","","2822","彰化彰鴻店","彰化縣彰化市泰和東街３７２號","Y","500"
"HL","萊爾富","H","桃園市","324","平鎮區","","","2830","平鎮桃泉店","桃園市平鎮區南豐路２５９號","Y","324"
"HL","萊爾富","H","桃園市","324","平鎮區","","","2831","平鎮桃豐店","桃園市平鎮區東豐路１２７、１２９、１３１號","Y","324"
"HL","萊爾富","B","臺中市","402","南區","","","2832","台中中鑽店","台中市南區工學里工學路１６９號","Y","402"
"HL","萊爾富","H","桃園市","334","八德區","","","2834","八德桃尊店","桃園市八德區建國路８７１號壹樓","Y","334"
"HL","萊爾富","F","新北市","241","三重區","","","2837","北縣重萬店","新北市三重區中華路９２號及９４號","Y","241"
"HL","萊爾富","N","彰化縣","505","鹿港鎮","","","2839","彰縣彰宜店","彰化縣鹿港鎮彰濱五路二段２９２號","Y","505"
"HL","萊爾富","G","宜蘭縣","260","宜蘭市","","","2842","宜蘭宜兆店","宜蘭縣宜蘭市復興路一段８８、９０號","Y","260"
"HL","萊爾富","A","臺北市","103","大同區","","","2845","北市同京店","台北市大同區西寧北路３５號","Y","103"
"HL","萊爾富","D","臺南市","717","仁德區","","","2846","南縣南工店","台南市仁德區中正路一段３４０號","Y","717"
"HL","萊爾富","H","桃園市","324","平鎮區","","","2850","平鎮桃軍店","桃園市平鎮區中豐路山頂段一巷２號","Y","324"
"HL","萊爾富","H","桃園市","320","中壢區","","","2853","中壢桃合店","桃園市中壢區合圳北路二段４７號","Y","320"
"HL","萊爾富","A","臺北市","104","中山區","","","2860","北市山德店","台北市中山區德惠街１０９號","Y","104"
"HL","萊爾富","B","臺中市","414","烏日區","","","2863","中縣中武店","台中市烏日區五光路１７８號","Y","414"
"HL","萊爾富","J","新竹縣","303","湖口鄉","","","2865","竹縣竹鑽店","新竹縣湖口鄉德和路７６巷２號","Y","303"
"HL","萊爾富","B","臺中市","435","梧棲區","","","2869","中縣中炫店","台中市梧棲區中央路１段６２５號","Y","435"
"HL","萊爾富","N","彰化縣","523","埤頭鄉","","","2873","彰縣明苑店","彰化縣埤頭鄉文化路３６９號","Y","523"
"HL","萊爾富","M","南投縣","557","竹山鎮","","","2875","南投投喜店","南投縣竹山鎮自強路１號","Y","557"
"HL","萊爾富","H","桃園市","330","桃園區","","","2882","桃市桃昌店","桃園市桃園區宏昌六街１０８號","Y","330"
"HL","萊爾富","F","新北市","238","樹林區","","","2887","北縣樹博店","新北市樹林區博愛街８６號","Y","238"
"HL","萊爾富","F","新北市","247","蘆洲區","","","2890","北縣蘆江店","新北市蘆洲區鷺江街６９號一樓","Y","247"
"HL","萊爾富","G","宜蘭縣","260","宜蘭市","","","2891","宜蘭宜中店","宜蘭縣宜蘭市民族路３９６號","Y","260"
"HL","萊爾富","J","新竹縣","303","湖口鄉","","","2893","竹縣竹麟店","新竹縣湖口鄉中山路二段１１９號","Y","303"
"HL","萊爾富","A","臺北市","100","中正區","","","2895","北市正東店","台北市中正區紹興南街４之１２號","Y","100"
"HL","萊爾富","F","新北市","251","淡水區","","","2897","北縣淡鑫店","新北市淡水區北新路１６５、１６７號","Y","251"
"HL","萊爾富","O","新竹市","381","東區","","","2901","新竹竹神店","新竹市東區興學街１１７、１１９、１２１號","Y","300"
"HL","萊爾富","H","桃園市","320","中壢區","","","2909","中壢桃業店","桃園市中壢區自強一路２２、２６號","Y","320"
"HL","萊爾富","H","桃園市","327","新屋區","","","2910","桃縣桃濱店","桃園市新屋區中山西路三段６５０號","Y","327"
"HL","萊爾富","F","新北市","235","中和區","","","2911","北縣和大店","新北市中和區自立路２０巷１號","Y","235"
"HL","萊爾富","F","新北市","221","汐止區","","","2912","北縣汐忠店","新北市汐止區忠三街１９號","Y","221"
"HL","萊爾富","Q","嘉義縣","604","竹崎鄉","","","2917","嘉縣嘉棹店","嘉義縣竹崎鄉中和村石棹２２之１９號","Y","604"
"HL","萊爾富","J","新竹縣","303","湖口鄉","","","2920","竹縣竹蓮店","新竹縣湖口鄉中平路一段３６８、３７０號","Y","303"
"HL","萊爾富","J","新竹縣","302","竹北市","","","2921","竹北竹發店","新竹縣竹北市縣政二路１７５、１７７號","Y","302"
"HL","萊爾富","K","苗栗縣","350","竹南鎮","","","2922","苗縣苗旺店","苗栗縣竹南鎮中美里５鄰西門１０號","Y","350"
"HL","萊爾富","F","新北市","241","三重區","","","2935","北縣重錦店","新北市三重區中央北路２號","Y","241"
"HL","萊爾富","F","新北市","234","永和區","","","2941","北縣永任店","新北市永和區永和路二段２１７號","Y","234"
"HL","萊爾富","H","桃園市","320","中壢區","","","2948","中壢桃萱店","桃園市中壢區永福路１０５５號","Y","320"
"HL","萊爾富","K","苗栗縣","356","後龍鎮","","","2950","苗縣苗發店","苗栗縣後龍鎮新民里１２鄰中心路１２０~１２、１２１號","Y","356"
"HL","萊爾富","O","新竹市","381","東區","","","2952","新竹竹群店","新竹市東區金山２３街３６、３８號","Y","300"
"HL","萊爾富","M","南投縣","542","草屯鎮","","","2955","南投投家店","南投縣草屯鎮博愛路１３２１號","Y","542"
"HL","萊爾富","F","新北市","247","蘆洲區","","","2958","北縣蘆旺店","新北市蘆洲區正和街４７號","Y","247"
"HL","萊爾富","H","桃園市","337","大園區","","","2959","桃縣華航店","桃園市大園區航勤南路９號(華航修護廠餐廳)","Y","337"
"HL","萊爾富","T","屏東縣","900","屏東市","","","2961","屏東屏敬店","屏東縣屏東市莊敬街一段５６號","Y","900"
"HL","萊爾富","H","桃園市","325","龍潭區","","","2962","桃縣龍吟店","桃園市龍潭區中原路一段５０６號","Y","325"
"HL","萊爾富","H","桃園市","327","新屋區","","","2963","桃縣桃丹店","桃園市新屋區中山路４５７號","Y","327"
"HL","萊爾富","O","新竹市","381","東區","","","2965","新竹竹旺店","新竹市東區光復路二段２７５-１號","Y","300"
"HL","萊爾富","T","屏東縣","912","內埔鄉","","","2968","屏縣屏瑋店","屏東縣內埔鄉美和村學人路２９１號","Y","912"
"HL","萊爾富","O","新竹市","382","北區","","","2972","新竹竹勇店","新竹市北區中和路１４６號壹樓","Y","300"
"HL","萊爾富","A","臺北市","110","信義區","","","2982","北市信北店","台北市信義區中坡北路１７、１９號","Y","110"
"HL","萊爾富","O","新竹市","381","東區","","","2987","新竹竹高店","新竹市東區高峰路１號","Y","300"
"HL","萊爾富","H","桃園市","338","蘆竹區","","","2988","桃縣桃環店","桃園市蘆竹區南工路１５０號","Y","338"
"HL","萊爾富","H","桃園市","325","龍潭區","","","2990","桃縣桃亮店","桃園市龍潭區中興路６４９、６５１號","Y","325"
"HL","萊爾富","H","桃園市","325","龍潭區","","","2991","桃縣桃益店","桃園市龍潭區中豐路５２９、５３１號","Y","325"
"HL","萊爾富","F","新北市","220","板橋區","","","2995","北縣板雅店","新北市板橋區南雅東路１００巷３號一樓","Y","220"
"HL","萊爾富","B","臺中市","402","南區","","","2998","台中中慶店","台中市南區樹德里１２鄰大慶街二段２７號","Y","402"
"HL","萊爾富","E","高雄市","813","左營區","","","2999","高市高富店","高雄市左營區富民路３５０號","Y","813"
"HL","萊爾富","F","新北市","220","板橋區","","","3003","北縣板美店","新北市板橋區重慶路２９０巷９號","Y","220"
"HL","萊爾富","H","桃園市","333","龜山區","","","3008","桃縣桃摩店","桃園市龜山區文化三路９５、９７號","Y","333"
"HL","萊爾富","J","新竹縣","302","竹北市","","","3015","竹北竹慶店","新竹縣竹北市中山路１２號","Y","302"
"HL","萊爾富","H","桃園市","337","大園區","","","3016","桃縣桃品店","桃園市大園區三民路二段５９１、５９３號２F","Y","337"
"HL","萊爾富","H","桃園市","333","龜山區","","","3017","桃縣桃頌店","桃園市龜山區大同路３５８、３６４號","Y","333"
"HL","萊爾富","H","桃園市","330","桃園區","","","3018","桃市桃恩店","桃園市桃園區文中路６９１、６９３號","Y","330"
"HL","萊爾富","H","桃園市","334","八德區","","","3025","八德桃棒店","桃園市八德區大福街８６號","Y","334"
"HL","萊爾富","H","桃園市","324","平鎮區","","","3027","平鎮桃爺店","桃園市平鎮區關爺西路１、１-１號","Y","324"
"HL","萊爾富","J","新竹縣","302","竹北市","","","3028","竹北竹凰店","新竹縣竹北市鳳岡路三段２４５號","Y","302"
"HL","萊爾富","F","新北市","236","土城區","","","3029","北縣城吉店","新北市土城區延吉街９６號","Y","236"
"HL","萊爾富","H","桃園市","330","桃園區","","","3031","桃市桃桐店","桃園市桃園區桃鶯路２２０號","Y","330"
"HL","萊爾富","A","臺北市","112","北投區","","","3034","北市關渡店","台北市北投區知行路３１４號、３１６巷２號","Y","112"
"HL","萊爾富","T","屏東縣","907","鹽埔鄉","","","3036","屏縣屏欣店","屏東縣鹽埔鄉新圍村維新路１１２之１號","Y","907"
"HL","萊爾富","H","桃園市","320","中壢區","","","3042","中壢桃通店","桃園市中壢區中正路１０９６號","Y","320"
"HL","萊爾富","H","桃園市","338","蘆竹區","","","3045","桃縣桃楚店","桃園市蘆竹區海山路二段２６２號","Y","338"
"HL","萊爾富","O","新竹市","381","東區","","","3047","新竹力晶店","新竹市東區力行一路１２號二廠５樓","Y","300"
"HL","萊爾富","E","高雄市","813","左營區","","","3049","高市高育店","高雄市左營區明華一路７２號及辛亥路８７號","Y","813"
"HL","萊爾富","F","新北市","242","新莊區","","","3052","北縣莊玲店","新北市新莊區自信街７７號+７５巷２號","Y","242"
"HL","萊爾富","J","新竹縣","304","新豐鄉","","","3055","竹縣竹陞店","新竹縣新豐鄉池府路６９號","Y","304"
"HL","萊爾富","H","桃園市","334","八德區","","","3056","八德桃定店","桃園市八德區東勇街１號","Y","334"
"HL","萊爾富","H","桃園市","326","楊梅區","","","3058","桃縣桃文店","桃園市楊梅區瑞溪路二段１０２號","Y","326"
"HL","萊爾富","H","桃園市","325","龍潭區","","","3061","桃縣桃翁店","桃園市龍潭區中豐路７１１號","Y","325"
"HL","萊爾富","A","臺北市","111","士林區","","","3062","北市士銓店","台北市士林區中山北路七段１８６號","Y","111"
"HL","萊爾富","P","雲林縣","640","斗六市","","","3067","斗六雲萬店","雲林縣斗六市萬年路６３２號","Y","640"
"HL","萊爾富","T","屏東縣","900","屏東市","","","3069","屏東屏佳店","屏東縣屏東市民族路７５號","Y","900"
"HL","萊爾富","H","桃園市","326","楊梅區","","","3072","桃縣桃騰店","桃園市楊梅區瑞溪路一段２１８號","Y","326"
"HL","萊爾富","H","桃園市","320","中壢區","","","3077","中壢桃雙店","桃園市中壢區中山東路三段２８２號","Y","320"
"HL","萊爾富","O","新竹市","381","東區","","","3078","新竹竹恩店","新竹市東區文昌街６９號、武昌街７９號","Y","300"
"HL","萊爾富","A","臺北市","103","大同區","","","3080","北市同安店","台北市大同區重慶北路一段６３號","Y","103"
"HL","萊爾富","B","臺中市","403","西區","","","3081","台中中堂店","台中市西區民生路１０９、１１１號","Y","403"
"HL","萊爾富","F","新北市","234","永和區","","","3082","北縣永遠店","新北市永和區福和路７巷１１弄１６號","Y","234"
"HL","萊爾富","Q","嘉義縣","616","新港鄉","","","3086","嘉縣嘉月店","嘉義縣新港鄉月眉村１２７、１２８-１號","Y","616"
"HL","萊爾富","J","新竹縣","302","竹北市","","","3087","竹北竹文店","新竹縣竹北市縣政九路２１５號","Y","302"
"HL","萊爾富","A","臺北市","103","大同區","","","3088","北市同蝶店","台北市大同區南京西路３０號","Y","103"
"HL","萊爾富","N","彰化縣","514","溪湖鎮","","","3090","彰縣彰福店","彰化縣溪湖鎮二溪路二段６１２號","Y","514"
"HL","萊爾富","H","桃園市","330","桃園區","","","3092","桃市桃慈店","桃園市桃園區慈光街６３號","Y","330"
"HL","萊爾富","H","桃園市","328","觀音區","","","3093","桃縣桃鵬店","桃園市觀音區大觀路二段３１３號","Y","328"
"HL","萊爾富","B","臺中市","428","大雅區","","","3095","中縣中潭店","台中市大雅區雅潭路四段８６號","Y","428"
"HL","萊爾富","H","桃園市","334","八德區","","","3099","八德桃昂店","桃園市八德區長興路５７６、５７８號","Y","334"
"HL","萊爾富","D","臺南市","710","永康區","","","3101","永康南俊店","台南市永康區中正路８９０號一樓","Y","710"
"HL","萊爾富","A","臺北市","114","內湖區","","","3105","北市康湖店","台北市內湖區安康路１４２號","Y","114"
"HL","萊爾富","J","新竹縣","304","新豐鄉","","","3107","竹縣竹寶店","新竹縣新豐鄉新和路１２８號","Y","304"
"HL","萊爾富","D","臺南市","702","南區","","","3109","台南華文店","台南市南區永華路２６９號&文南路３４９號","Y","702"
"HL","萊爾富","A","臺北市","112","北投區","","","3118","北市北功店","台北市北投區立德路６０號及立功街１３５號","Y","112"
"HL","萊爾富","H","桃園市","334","八德區","","","3119","八德桃爾店","桃園市八德區廣福路２８１、２８３號","Y","334"
"HL","萊爾富","H","桃園市","325","龍潭區","","","3125","桃縣桃豪店","桃園市龍潭區中正路上華段１０８、１１０號","Y","325"
"HL","萊爾富","E","高雄市","812","小港區","","","3126","高市高旅店","高雄市小港區博學路５７９&５８１號","Y","812"
"HL","萊爾富","C","基隆市","200","仁愛區","","","3128","基隆隆五店","基隆市仁愛區仁五路３５號一樓","Y","200"
"HL","萊爾富","H","桃園市","320","中壢區","","","3131","中壢桃茁店","桃園市中壢區西園路１１２號","Y","320"
"HL","萊爾富","H","桃園市","325","龍潭區","","","3132","桃縣桃夏店","桃園市龍潭區中豐路高平段３２１、３２７號","Y","325"
"HL","萊爾富","B","臺中市","428","大雅區","","","3135","中縣中勇店","台中市大雅區平和路８３號","Y","428"
"HL","萊爾富","N","彰化縣","503","花壇鄉","","","3138","彰縣彰壇店","彰化縣花壇鄉番花路５號","Y","503"
"HL","萊爾富","H","桃園市","330","桃園區","","","3141","桃市桃磐店","桃園市桃園區建新街２７７號","Y","330"
"HL","萊爾富","O","新竹市","381","東區","","","3143","新竹實中店","新竹市東區介壽路３００號","Y","300"
"HL","萊爾富","D","臺南市","702","南區","","","3146","台南南都店","台南市南區德興路１號、３號及新都路４６７號","Y","702"
"HL","萊爾富","F","新北市","220","板橋區","","","3147","北縣板明店","新北市板橋區陽明街５２號+自由路１號","Y","220"
"HL","萊爾富","H","桃園市","330","桃園區","","","3150","桃市桃版店","桃園市桃園區龍壽街２０２-８號","Y","330"
"HL","萊爾富","H","桃園市","320","中壢區","","","3155","中壢桃杰店","桃園市中壢區吉林路６９、７１號","Y","320"
"HL","萊爾富","H","桃園市","320","中壢區","","","3156","中壢壢民店","桃園市中壢區義民路二段１５７號","Y","320"
"HL","萊爾富","M","南投縣","540","南投市","","","3158","南投投興店","南投縣南投市光華十路６-１號","Y","540"
"HL","萊爾富","J","新竹縣","303","湖口鄉","","","3163","竹縣竹賀店","新竹縣湖口鄉文化路６５號","Y","303"
"HL","萊爾富","P","雲林縣","632","虎尾鎮","","","3169","雲縣雲內店","雲林縣虎尾鎮埒內８０、８１號","Y","632"
"HL","萊爾富","K","苗栗縣","351","頭份市","","","3179","苗縣頭正店","苗栗縣頭份市中正一路１８５號","Y","351"
"HL","萊爾富","F","新北市","220","板橋區","","","3183","北縣板好店","新北市板橋區中正路３４１巷３７號","Y","220"
"HL","萊爾富","J","新竹縣","307","芎林鄉","","","3187","竹縣富林店","新竹縣芎林鄉文德路５１號及綠獅段７１５-２地號","Y","307"
"HL","萊爾富","D","臺南市","725","將軍區","","","3205","南縣南歐店","台南市將軍區西華村５鄰西華６７-２３號","Y","725"
