MARKET_CD,HSN_CD,HSN_NM,TOWN_CD,TOWN_NM,ZIP,STORE_CD,STORE_NM,ADDR,ISOPEN
FM,,新北市,,新莊區,242,17019,新莊新德勝店,新北市新莊區八德街１３５號,Y
FM,,台北市,,松山區,105,17017,富錦店,台北市松山區新益里富錦街５２９號一樓,Y
FM,,台中市,,南屯區,408,17028,台中十一街店,台中市南屯區大墩路５１４號１樓,Y
FM,,台中市,,烏日區,414,17027,烏日光日店,台中市烏日區公園路３０６號,Y
FM,,新北市,,蘆洲區,247,17021,蘆洲仁德店,新北市蘆洲區民族路７４號１樓,Y
FM,,新北市,,三峽區,237,17026,三峽福容店,新北市三峽區大學路８１號１樓,Y
FM,,台南市,,安南區,709,17029,台南安南店,台南市安南區海佃路一段１６０號,Y
FM,,南投縣,,南投市,540,17154,南投南崗店,南投縣南投市南崗二路４０３號一樓,Y
FM,,台中市,,霧峰區,413,17035,霧峰金來店,台中市霧峰區中正路８０３號一樓,Y
FM,,台北市,,信義區,110,17031,永信店,台北市信義區忠孝東路五段４７２號,Y
FM,,台北市,,中山區,104,17032,錦西店,台北市中山區錦西街８號,Y
FM,,台南市,,新營區,730,17037,新營裕民店,台南市新營區裕民路１號,Y
FM,,新北市,,金山區,208,15029,金山金美店,新北市金山區中山路２５２號,Y
FM,,台中市,,霧峰區,413,15035,霧峰朝科大店,台中市霧峰區吉峰東路６２號,Y
FM,,桃園市,,桃園區,330,15033,桃園早稻田店,桃園市桃園區正康三街１８１號１樓,Y
FM,,新北市,,汐止區,221,15754,汐止新樹店,新北市汐止區樟樹二路２７３號,Y
FM,,高雄市,,美濃區,843,15113,美濃泰安店,高雄市美濃區中正路一段５３號,Y
FM,,桃園市,,中壢區,320,15111,中壢龍門店,桃園市中壢區龍岡路三段６１６號,Y
FM,,宜蘭縣,,宜蘭市,260,15110,宜蘭陽明店,宜蘭縣宜蘭市新民路１４８號,Y
